"","phylum","class","order","family","genus","species"
"1248866","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. ICM 176"
"914277","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. FLMR 001/09"
"1528750","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. AD155"
"1303271","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. SGY001"
"170535","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. IsoD1"
"281136","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","endosymbiont of Acanthamoeba sp. RM-69"
"449416","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. GMA4-66"
"1359557","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. Ri1Pt_3710"
"550806","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. A2"
"571118","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. Q9"
"1362007","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. Ri3Pt_6464"
"471752","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. PR11-2-7"
"449410","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. GMA4-3"
"1248833","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. ICM 1062"
"1236172","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. Tm-T3-9"
"1379336","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. B-6"
"521857","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. AKB-2008-TE25"
"194396","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. LCSAOTU28"
"1331419","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. MT10"
"1364018","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. So2Ps_911"
"394553","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. YO15"
"1607487","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. StRD370"
"985175","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. FlavoEI_ST4Fr3CD8_F07_54"
"1635621","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. HRRK049"
"1359542","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. Ri1Pt_3688"
"1052101","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. CKC04"
"1278670","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. S12.05.P.CHS.MI.H.Kidney.D.M"
"405580","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. EPACd10"
"985154","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. FlavoEI_ChT7r1CC3_G06_47"
"1359547","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. Ri1Pt_3698"
"1537373","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. THG-DN8.5"
"1528762","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. AD151"
"541480","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. BF.152"
"1156333","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. M19"
"1167802","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. HME7256"
"1759119","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. TH101"
"647851","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. tsz35"
"1236133","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. R-HL-T1-2"
"1857605","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. SL164"
"170533","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. IsoC1"
"191346","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. EP130"
"1236127","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. MD-T1-61"
"281361","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium denitrificans"
"229204","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium frigoris"
"29533","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium pectinovorum"
"29534","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium saccharophilum"
"991","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium hydatis"
"2301192","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium chryseum"
"1278819","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium spartansii"
"180441","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium limicola"
"551990","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium glycines"
"1658740","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium tyrosinilyticum"
"2529433","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium silvisoli"
"1236486","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium aquaticum"
"1211118","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium arsenitoxidans"
"1458497","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","Polaribacter sp. TNO017"
"102","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","Polaribacter glomeratus"
"877400","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,"Flavobacteriaceae bacterium WH10-7-5"
"1360618","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,"Flavobacteriaceae bacterium Ri2Pw_5849"
"1200112","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,"Flavobacteriaceae bacterium RDB-086"
"1353407","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","Cellulophaga sp. FI 9D"
"154338","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","uncultured Cellulophaga sp."
"575652","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aquimarina","uncultured Aquimarina sp."
"987","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aquimarina","Aquimarina latercula"
"1899020","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Wenyingzhuangia","Wenyingzhuangia sp. OF219"
"348042","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gillisia","Gillisia myxillae"
"291192","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gillisia","Gillisia illustrilutea"
"2056779","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Arenibacter","Arenibacter catalasegens"
"679257","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Joostella","Joostella atrarenae"
"1328015","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Joostella","Joostella sp. A22"
"414289","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gaetbulibacter","Gaetbulibacter marinus"
"574030","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gaetbulibacter","uncultured Gaetbulibacter sp."
"269877","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Candidatus Amoebinatus","Candidatus Amoebinatus sp. Muzt-D41"
"1165090","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Imtechella","Imtechella halotolerans"
"1248825","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. ICM 42"
"713556","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. CH21"
"1496076","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. XAvLW"
"1620219","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. Stok-2"
"1683935","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. KAR82"
"741146","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. D1"
"1419053","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. APP-25"
"935806","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. PG-2010-2"
"1861889","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. Td-5"
"713562","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. CH3"
"519806","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. CH34"
"1036175","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. CH26"
"1189055","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. GS"
"384743","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. ET-N1"
"681139","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. AaMG14"
"546416","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. ABc1"
"1361849","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. Ri3Pt_4469"
"1378457","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. 8_7A"
"661091","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp. cdr3"
"452084","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium aquaticum"
"421058","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium oranimense"
"160396","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium defluvii"
"421072","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Epilithonimonas","Chryseobacterium halperniae"
"1416776","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium geocarposphaerae"
"493375","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Halpernia","Chryseobacterium humi"
"1278643","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium aahli"
"421530","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Epilithonimonas","Chryseobacterium bovis"
"204089","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Candidatus Chryseobacterium massiliae"
"267125","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium kwangjuense"
"311333","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium soldanellicola"
"432638","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia","uncultured Elizabethkingia sp."
"904945","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Cloacibacterium","uncultured Cloacibacterium sp."
"503362","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Riemerella","Riemerella sp. SS2"
"213219","Bacteroidetes","Flavobacteriia","Flavobacteriales","Blattabacteriaceae","Blattabacterium","Blattabacterium sp. (Cryptocercus primarius)"
"1434698","Bacteroidetes","Flavobacteriia","Flavobacteriales","Blattabacteriaceae","Blattabacterium","uncultured Blattabacterium sp."
"404099","Bacteroidetes","Flavobacteriia","Flavobacteriales",NA,NA,"Flavobacteriales endosymbiont of Kuwanaspis takahashii D398"
"404097","Bacteroidetes","Flavobacteriia","Flavobacteriales",NA,NA,"Flavobacteriales endosymbiont of Ichthyaspis ficicola D391"
"404101","Bacteroidetes","Flavobacteriia","Flavobacteriales",NA,NA,"Flavobacteriales endosymbiont of Lepidosaphes gloverii D266"
"404113","Bacteroidetes","Flavobacteriia","Flavobacteriales",NA,NA,"Flavobacteriales endosymbiont of Parlatoria theae D392"
"404081","Bacteroidetes","Flavobacteriia","Flavobacteriales",NA,NA,"Flavobacteriales endosymbiont of Diaspis manzanitae D046"
"404071","Bacteroidetes","Flavobacteriia","Flavobacteriales",NA,NA,"Flavobacteriales endosymbiont of Aulacaspis yasumatsui D242"
"1697897","Bacteroidetes","Flavobacteriia","Flavobacteriales",NA,NA,"Flavobacteriales bacterium Rf14"
"404123","Bacteroidetes","Flavobacteriia","Flavobacteriales",NA,NA,"Flavobacteriales endosymbiont of Quernaspis quercus D031A"
"399558","Bacteroidetes","Flavobacteriia",NA,NA,NA,"Flavobacteria bacterium KF030"
"1277362","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium sp. GN25"
"362908","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium sp. V-54"
"566680","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium sp. 238C5"
"1033920","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium sp. KMSZPIII"
"1332634","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium sp. HP455"
"1449789","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium sp. LM22"
"1393157","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium sp. C7"
"266847","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium sp. SGE3"
"1234756","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium sp. SMrs30"
"459529","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium siyangense"
"1145106","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium detergens"
"1353894","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium sp. enrichment culture clone GIN723"
"2044855","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium tabacisoli"
"797292","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium alimentarium"
"1513896","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium nematocida"
"634159","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium cladoniae"
"470446","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium kitahiroshimense"
"1620223","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter sp. Stok-3"
"374857","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter sp. EMB 36"
"34086","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter antarcticus"
"1393051","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter ureilyticus"
"425512","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter westerhofensis"
"425514","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter hartonius"
"869962","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter boryungensis"
"797541","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","uncultured Mucilaginibacter sp."
"389066","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,"Sphingobacteriaceae bacterium SOC A20(36)"
"135560","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophaga","Cytophaga sp. MBIC01482"
"863498","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophaga","Cytophaga sp. enrichment culture clone Ac-C1"
"29530","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophaga","Cytophaga aurantiaca"
"322099","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae",NA,"Flexibacteraceae bacterium ST9630"
"1012","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Sporocytophaga","Sporocytophaga cauliformis"
"356796","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Algoriphagus","Algoriphagus sp. KK10202C"
"543118","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Flexithrix","uncultured Flexithrix sp."
"1931237","Bacteroidetes","Cytophagia","Cytophagales","Fulvivirgaceae","Fulvivirga","Fulvivirga sp."
"712459","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella sp. oral taxon 304"
"322095","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas somerae"
"860784","Bacteroidetes","Bacteroidia","Marinilabiliales","Marinilabiliaceae",NA,"uncultured Marinilabiliaceae bacterium"
"1659337","Bacteroidetes","Bacteroidia","Marinilabiliales","Marinilabiliaceae","Geofilum","uncultured Geofilum sp."
"1129257","Bacteroidetes","Bacteroidia",NA,NA,NA,"uncultured Bacteroidia bacterium"
"135530","Bacteroidetes",NA,NA,NA,NA,"marine CFB-group bacterium MBIC04441"
"227383",NA,NA,NA,NA,NA,"bacterium DRB3-250"
"187319","Fibrobacteres",NA,NA,NA,NA,"uncultured Fibrobacteres bacterium"
"1812542","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,"actinomycete OAct596"
"163287","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. NM005"
"33918","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium liquefaciens"
"1872417","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agrococcus","Agrococcus sp."
"1835564","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter sp. W-4"
"934122","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter sp. CC 0478"
"229567","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Kocuria sp. TB10"
"526920","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus","Micrococcus sp. SMCC G887"
"1632723","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides sp. LeSa46d"
"1682665","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides sp. NCCP-1273"
"227347","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. DS7"
"417102","Actinobacteria","Actinobacteria","Corynebacteriales","Gordoniaceae","Gordonia","Gordonia lacunae"
"1319903","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. 212"
"1484062","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. YN86"
"516410","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. 13-50-6"
"516131","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. ID05-A0011"
"435983","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. AR17"
"1738402","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. BCCO 10_129"
"375060","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. FLA"
"442704","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. 13"
"1096291","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. chida1"
"928175","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. 615(2010)"
"1738425","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. BCCO 10_558"
"1488002","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. SCAUEC6"
"1718953","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. CB00225"
"634337","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. FXJ1.264"
"516272","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. ID05-A0392"
"887462","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces brevispora"
"285568","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces bungoensis"
"438575","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis sp. GY292"
"285676","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora saelicesensis"
"1090055","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","Actinoplanes sp. MN07-A0360"
"650169","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea sp. SAUK6015"
"1441878","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium","Streptosporangium corydalis"
"1873459","Actinobacteria","Actinobacteria","Geodermatophilales","Geodermatophilaceae","Blastococcus","Blastococcus sp."
"124706","Actinobacteria","Actinobacteria",NA,NA,NA,"uncultured bacterium 404-23"
"1391372","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus","Solibacillus sp. 7B-865"
"1254311","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus","Solibacillus sp. EF12(2012)"
"1882659","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. FW1"
"1332668","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. cemb02"
"713458","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. OU-A3"
"1963032","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus intestinalis"
"1699638","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halobacillus","Halobacillus sp. AMETH248"
"291740","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halobacillus","Halobacillus sp. IS-Hb2"
"2034246","Firmicutes","Bacilli","Bacillales","Bacillaceae","Salipaludibacillus","Salipaludibacillus sp."
"361364","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. BH-2005"
"1161288","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. enrichment culture clone M5C16"
"126569","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus glycanilyticus"
"1200307","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus sp. LEM_CV-09"
"2169526","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus termiticola"
"1218505","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus sp. Hma11N"
"1406907","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","Leuconostoc sp. LMG 27695"
"62321","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Globicatella","Globicatella sp."
"1003348","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. Culture-38"
"243635","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. rennanqilfy3"
"1849822","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Paraclostridium",NA
"699281","Firmicutes","Clostridia","Clostridiales","Caldicoprobacteraceae","Caldicoprobacter","Caldicoprobacter algeriensis"
