"","kingdom","phylum","class","order","family","genus","species"
"98777","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia","Phlebia tremellosa"
"984962","Fungi","Basidiomycota","Agaricomycetes","Russulales","Bondarzewiaceae","Heterobasidion","Heterobasidion irregulare"
"40492","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum hirsutum"
"5402","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula",NA
"71688","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula virescens"
"1070997","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula khanchanjungae"
"34444","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius",NA
"228205","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae",NA,"uncultured Russula"
"40419","Fungi","Basidiomycota","Agaricomycetes","Russulales","Auriscalpiaceae","Auriscalpium","Auriscalpium vulgare"
"112241","Fungi","Basidiomycota","Agaricomycetes","Russulales","Echinodontiaceae","Echinodontium","Echinodontium tsugicola"
"202698","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Punctulariaceae","Punctularia","Punctularia strigosozonata"
"208960","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Fomitiporia","Fomitiporia mediterranea"
"167356","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Inonotus","Inonotus obliquus"
"27342","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Schizopora","Schizopora paradoxa"
"104355","Fungi","Basidiomycota","Agaricomycetes","Gloeophyllales","Gloeophyllaceae","Gloeophyllum","Gloeophyllum trabeum"
"1384209","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","Rhizoctonia sp. AG-Bo"
"2047347","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","Rhizoctonia sp."
"456999","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","Rhizoctonia solani"
"36065","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Cantharellus",NA
"2015723","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Cantharellus","Cantharellus hainanensis"
"1862986","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum","Hydnum sp. 17 BF-2016"
"29892","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia","Auricularia auricula-judae"
"2509797","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,"Metulochaete","Metulochaete sanctae-catharinae"
"2509789","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Hyaloriaceae","Protomerulius","Protomerulius brachysporus"
"68809","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Typhulaceae","Typhula",NA
"366502","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,"uncultured Sebacinales"
"47428","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Armillaria ostoyae"
"64372","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Armillaria sinapina"
"1076256","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Armillaria solidipes"
"38945","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Flammulina","Flammulina velutipes"
"5341","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus bisporus"
"1843316","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus litoraloides"
"182867","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","Lepiota boudieri"
"435121","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae",NA,"Lepiotaceae sp. PA677"
"5334","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Schizophyllaceae","Schizophyllum","Schizophyllum commune"
"5346","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","Coprinopsis cinerea"
"2316362","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella aberdarensis"
"71703","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus disseminatus"
"29883","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Laccaria","Laccaria bicolor"
"56470","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma vaccinum"
"40145","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma matsutake"
"182009","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Myxomphalia","Myxomphalia maura"
"71875","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Clitocybe","Clitocybe dealbata"
"378275","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Infundibulicybe","Infundibulicybe gibba"
"41955","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita",NA
"67723","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita phalloides"
"87326","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita brunnescens"
"235537","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita thiersii"
"1816455","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita rufoferruginea"
"450289","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae",NA,"uncultured Amanita"
"5320","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Pleurotus",NA
"5322","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Pleurotus","Pleurotus ostreatus"
"28995","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Pleurotus","Pleurotus pulmonarius"
"153609","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Moniliophthora","Moniliophthora perniciosa"
"1706442","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","Marasmius albopurpureus"
"1916368","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae",NA,"Marasmiaceae sp."
"1664171","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Lactocollybia","Lactocollybia epia"
"342104","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,"uncultured Agaricales"
"1916073","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Termitomyces","Termitomyces sp."
"64660","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Lyophyllum","Lyophyllum decastes"
"5353","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Lentinula","Lentinula edodes"
"72120","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Omphalotus","Omphalotus olearius"
"1713706","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius kioloensis"
"1241618","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius aff. cramesinus 1 FS-2012"
"61267","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pholiota","Pholiota nameko"
"71946","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Hypholoma","Hypholoma subviride"
"293802","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Volvariella","Volvariella gloiocephala"
"1292218","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae",NA,"uncultured Morganella"
"80637","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","Coniophora puteana"
"157263","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","Coniophora marmorata"
"85982","Fungi","Basidiomycota","Agaricomycetes","Boletales","Serpulaceae","Serpula","Serpula lacrymans"
"80669","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Strobilomyces",NA
"178529","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Leccinum","Leccinum extremiorientale"
"1078015","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Rossbeevera",NA
"80661","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletinellaceae","Phlebopus","Phlebopus portentosus"
"132918","Fungi","Basidiomycota","Agaricomycetes","Boletales","Gomphidiaceae","Gomphidius","Gomphidius roseus"
"463315","Fungi","Basidiomycota","Agaricomycetes","Boletales","Paxillaceae","Paxillus","Paxillus rubicundulus"
"693288","Fungi","Basidiomycota","Agaricomycetes","Amylocorticiales","Amylocorticiaceae","Anomoloma","Anomoloma albolutescens"
"146777","Fungi","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","Dictyophora","Dictyophora indusiata"
"1194964","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum kotlabae"
"5206","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"5207","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus","Cryptococcus neoformans"
"37769","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus","Cryptococcus gattii VGI"
"1859096","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus","Cryptococcus gattii VGII"
"5619","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus","Cryptococcus wingfieldii"
"104669","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus","Cryptococcus amylolentus"
"490731","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Kwoniella",NA
"324769","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Kwoniella","Kwoniella bestiolae"
"1734106","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Kwoniella","Kwoniella shandongensis"
"453459","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Kwoniella","Kwoniella pini"
"463800","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Kwoniella","Kwoniella mangrovensis"
"324770","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Kwoniella","Kwoniella dejecticola"
"89924","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Kwoniella","Kwoniella heveanensis"
"5217","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Tremella","Tremella mesenterica"
"64657","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Tremella","Tremella fuciformis"
"1503101","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae",NA,"uncultured Filobasidiella"
"4999","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cuniculitremaceae","Kockovaella","Kockovaella imperatae"
"234950","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia changbaiensis"
"602025","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia antarctica"
"4979","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella oryzae"
"5221","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Trimorphomyces","Trimorphomyces papilionaceus"
"105983","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum",NA
"252803","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum mycotoxinovorans"
"105984","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum porosum"
"82513","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum brassicae"
"1105092","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum gamsii"
"192248","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum scarabaeorum"
"5552","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon",NA
"82508","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon asahii"
"82524","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon ovoides"
"879819","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon oleaginosum"
"57679","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon curvatum"
"129132","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon dermatis"
"181173","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Vanrija","Vanrija musci"
"211102","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Tetragoniomycetaceae","Takashimella","Takashimella tepidaria"
"264483","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Phaffia","Phaffia rhodozyma"
"696254","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia","Mrakia blollopis"
"5412","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","Cystofilobasidium capitatum"
"1851509","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia",NA
"100951","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia albida"
"92952","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia adeliensis"
"92953","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia albidosimilis"
"104416","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium wieringae"
"104409","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium magnum"
"526442","Fungi","Basidiomycota","Tremellomycetes",NA,NA,NA,"uncultured Cryptococcus"
"669517","Fungi","Basidiomycota","Bartheletiomycetes","Bartheletiales","Bartheletiaceae","Bartheletia","Bartheletia paradoxa"
"84751","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Anthracocystis","Anthracocystis flocculosa"
"249478","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Anthracocystis","Anthracocystis panici-leucophaei"
"882900","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Anthracocystis","Anthracocystis cenchri-elymoidis"
"63265","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Sporisorium",NA
"72558","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Sporisorium","Sporisorium reilianum"
"280036","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Sporisorium","Sporisorium graminicola"
"1707705","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Sporisorium","Sporisorium sp."
"5269","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago",NA
"307758","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","Ustilago bromivora"
"5270","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","Ustilago maydis"
"120017","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","Ustilago hordei"
"185366","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","Ustilago esculenta"
"1392244","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Kalmanozyma","Kalmanozyma brasiliensis"
"63383","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Melanopsichium","Melanopsichium pennsylvanicum"
"84753","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Moesziomyces","Moesziomyces antarcticus"
"327079","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Pseudozyma","Pseudozyma hubeiensis"
"1134041","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Cintractiaceae","Ustanciosporium","Ustanciosporium gigantosporum"
"1269715","Fungi","Basidiomycota","Ustilaginomycetes","Urocystidales","Glomosporiaceae","Thecaphora","Thecaphora frezii"
"215250","Fungi","Basidiomycota","Exobasidiomycetes","Exobasidiales","Cryptobasidiaceae","Acaromyces","Acaromyces ingoldii"
"1280837","Fungi","Basidiomycota","Exobasidiomycetes","Exobasidiales","Brachybasidiaceae","Meira","Meira miltonrushii"
"703114","Fungi","Basidiomycota","Exobasidiomycetes","Exobasidiales","Exobasidiaceae","Exobasidium","Exobasidium darwinii"
"190091","Fungi","Basidiomycota","Exobasidiomycetes","Exobasidiales","Exobasidiaceae","Exobasidium","Exobasidium pachysporum"
"1569628","Fungi","Basidiomycota","Exobasidiomycetes","Microstromatales",NA,"Jaminaea","Jaminaea rosea"
"1684307","Fungi","Basidiomycota","Exobasidiomycetes","Microstromatales",NA,"Pseudomicrostroma","Pseudomicrostroma glucosiphilum"
"5033","Fungi","Basidiomycota","Exobasidiomycetes","Microstromatales",NA,"Pseudomicrostroma","Pseudomicrostroma juglandis"
"58919","Fungi","Basidiomycota","Exobasidiomycetes","Entylomatales",NA,"Tilletiopsis","Tilletiopsis washingtonensis"
"62636","Fungi","Basidiomycota","Exobasidiomycetes","Entylomatales","Entylomataceae","Entyloma",NA
"5281","Fungi","Basidiomycota","Exobasidiomycetes","Georgefischeriales","Tilletiariaceae","Tilletiaria","Tilletiaria anomala"
"1522189","Fungi","Basidiomycota","Exobasidiomycetes","Ceraceosorales","Ceraceosoraceae","Ceraceosorus","Ceraceosorus guamensis"
"13289","Fungi","Basidiomycota","Exobasidiomycetes","Tilletiales","Tilletiaceae","Tilletia",NA
"2527747","Fungi","Basidiomycota","Exobasidiomycetes","Tilletiales","Tilletiaceae","Tilletia","Tilletia lachnagrostidis"
"55193","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia",NA
"55194","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia furfur"
"77020","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia pachydermatis"
